animal,age,temperature,symptom 1,symptom 2,symptom 3,disease
sheep,9,104.3,painless lumps,loss of appetite,depression,lumpy skin disease
cow,8,102.4,crackling sound,depression,loss of appetite,blackleg
buffalo,2,38.2,high fever,loss of appetite,fatigue,pasteurellosis
cow,9,41.1,swelling in neck,difficulty breathing,loss of appetite,pasteurellosis
sheep,5,102.3,depression,swelling in limb,crackling sound,blackleg
sheep,8,104.0,loss of appetite,crackling sound,lameness,blackleg
sheep,4,100.9,loss of appetite,depression,nasal discharge,pneumonia
buffalo,10,102.4,difficulty walking,loss of appetite,sores on gums,foot and mouth
sheep,8,37.4,loss of appetite,high fever,weakness,pasteurellosis
buffalo,4,38.2,convulsions,abdominal pain,fever,enterotoxemia
sheep,3,104.4,depression,painless lumps,loss of appetite,lumpy skin disease
goat,6,39.2,stomach distention,kicking abdomen,distress,bloat
buffalo,1,39.1,fatigue,coughing,high fever,pasteurellosis
goat,4,104.2,loss of appetite,painless lumps,depression,lumpy skin disease
cow,8,102.3,loss of appetite,coughing,depression,pneumonia
goat,9,103.5,difficulty walking,crackling sound,depression,blackleg
sheep,4,37.4,coughing,swelling in neck,salivation,pasteurellosis
cow,2,102.6,painless lumps,loss of appetite,depression,lumpy skin disease
goat,4,100.0,lameness,sores on tongue,loss of appetite,foot and mouth
goat,1,100.5,loss of appetite,swelling in muscle,depression,blackleg
sheep,4,104.4,crackling sound,depression,swelling in limb,blackleg
buffalo,4,103.6,difficult breathing,loss of appetite,depression,pneumonia
goat,5,39.2,fever,rapid breathing,chest pain,pneumonia
goat,10,100.4,lameness,blisters on mouth,loss of appetite,foot and mouth
sheep,2,101.3,depression,loss of appetite,painless lumps,lumpy skin disease
cow,3,38.6,high fever,swelling in neck,coughing,pasteurellosis
buffalo,3,102.7,loss of appetite,painless lumps,depression,lumpy skin disease
cow,3,102.1,depression,loss of appetite,painless lumps,lumpy skin disease
buffalo,8,41.1,nasal discharge,difficulty breathing,salivation,pasteurellosis
cow,8,102.2,sores on mouth,difficulty walking,loss of appetite,foot and mouth
goat,6,101.6,depression,painless lumps,loss of appetite,lumpy skin disease
cow,8,40.9,loss of appetite,swelling in neck,depression,pasteurellosis
cow,7,40.1,swelling in muscles,depression,lameness,blackleg
sheep,10,103.5,crackling sound,loss of appetite,depression,blackleg
goat,9,37.2,swelling in neck,fatigue,loss of appetite,pasteurellosis
goat,2,103.6,swelling in muscle,depression,crackling sound,blackleg
goat,4,37.0,loss of appetite,depression,difficulty breathing,pasteurellosis
buffalo,12,101.2,difficulty walking,loss of appetite,crackling sound,blackleg
sheep,9,102.5,swelling in muscle,crackling sound,depression,blackleg
sheep,10,39.1,loss of appetite,weight loss,sores on mouth,foot and mouth disease
sheep,8,37.2,salivation,fatigue,loss of appetite,pasteurellosis
buffalo,1,101.7,crackling sound,loss of appetite,depression,blackleg
goat,6,39.1,fatigue,high fever,nasal discharge,pasteurellosis
sheep,6,104.9,loss of appetite,difficult breathing,depression,pneumonia
buffalo,15,104.4,loss of appetite,depression,nasal discharge,pneumonia
cow,5,104.2,coughing,depression,loss of appetite,pneumonia
goat,1,103.4,coughing,loss of appetite,depression,pneumonia
sheep,2,39.3,loss of appetite,weakness,salivation,pasteurellosis
cow,1,37.1,coughing,depression,loss of appetite,pneumonia
cow,6,100.2,painless lumps,depression,loss of appetite,lumpy skin disease
goat,2,101.9,coughing,loss of appetite,depression,pneumonia
sheep,8,103.7,crackling sound,swelling in muscle,difficulty walking,blackleg
cow,4,38.6,swelling in neck,loss of appetite,difficulty breathing,pasteurellosis
cow,4,39.3,swelling in neck,salivation,weakness,pasteurellosis
goat,1,40.1,high fever,depression,fatigue,pasteurellosis
buffalo,11,102.5,painless lumps,depression,loss of appetite,lumpy skin disease
cow,15,101.7,depression,loss of appetite,crackling sound,blackleg
cow,15,102.4,nasal discharge,loss of appetite,depression,pneumonia
sheep,8,100.8,swelling in limb,difficulty walking,depression,blackleg
goat,3,103.6,depression,loss of appetite,crackling sound,blackleg
goat,3,37.1,pale mucous membranes,weakness,diarrhea,parasite infestation
buffalo,14,101.7,swelling in muscle,loss of appetite,difficulty walking,blackleg
goat,10,104.0,loss of appetite,difficulty walking,crackling sound,blackleg
goat,4,102.4,coughing,depression,loss of appetite,pneumonia
sheep,8,37.5,watering eyes,scabs on muzzle,enlarged lymph nodes,lumpy skin disease
sheep,2,40.9,nasal discharge,loss of appetite,weakness,pasteurellosis
goat,1,100.3,coughing,loss of appetite,depression,pneumonia
goat,8,102.4,depression,painless lumps,loss of appetite,lumpy skin disease
sheep,8,104.5,painless lumps,depression,loss of appetite,lumpy skin disease
sheep,5,38.2,fever,chest pain,difficulty breathing,pneumonia
goat,5,103.0,depression,loss of appetite,swelling in muscle,blackleg
goat,8,101.1,painless lumps,depression,loss of appetite,lumpy skin disease
goat,4,38.6,skin nodules,lameness,loss of appetite,lumpy skin disease
cow,11,100.3,depression,swelling in limb,crackling sound,blackleg
cow,13,103.0,painless lumps,loss of appetite,depression,lumpy skin disease
buffalo,8,103.3,depression,loss of appetite,painless lumps,lumpy skin disease
cow,5,41.5,fatigue,difficulty breathing,salivation,pasteurellosis
sheep,7,40.2,high fever,coughing,depression,pasteurellosis
sheep,6,37.2,fatigue,weakness,coughing,pasteurellosis
sheep,6,100.7,loss of appetite,depression,crackling sound,blackleg
buffalo,3,39.1,weakness,salivation,swelling in neck,pasteurellosis
sheep,10,100.6,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
buffalo,13,100.3,loss of appetite,painless lumps,depression,lumpy skin disease
sheep,10,101.7,loss of appetite,lameness,sores on tongue,foot and mouth
goat,3,101.4,depression,loss of appetite,difficult breathing,pneumonia
goat,1,39.2,abdominal swelling,restlessness,loss of appetite,bloat
cow,8,102.4,painless lumps,loss of appetite,depression,lumpy skin disease
goat,2,38.9,enlarged lymph nodes,lameness,watering eyes,lumpy skin disease
buffalo,15,100.2,loss of appetite,sores on gums,difficulty walking,foot and mouth
cow,4,104.7,blisters on gums,lameness,loss of appetite,foot and mouth
cow,3,40.1,chest pain,fatigue,nasal discharge,pneumonia
goat,10,100.1,depression,crackling sound,swelling in limb,blackleg
goat,6,104.4,difficulty walking,blisters on gums,loss of appetite,foot and mouth
sheep,4,40.9,salivation,weakness,fatigue,pasteurellosis
goat,7,101.7,depression,painless lumps,loss of appetite,lumpy skin disease
cow,4,104.8,depression,painless lumps,loss of appetite,lumpy skin disease
goat,6,104.6,loss of appetite,sores on mouth,lameness,foot and mouth
buffalo,9,100.5,coughing,loss of appetite,depression,pneumonia
sheep,1,101.0,loss of appetite,depression,difficult breathing,pneumonia
sheep,3,104.0,lameness,blisters on tongue,loss of appetite,foot and mouth
cow,8,39.3,fatigue,loss of appetite,high fever,pasteurellosis
sheep,2,103.0,painless lumps,depression,loss of appetite,lumpy skin disease
sheep,1,100.9,difficulty walking,crackling sound,swelling in muscle,blackleg
cow,8,104.4,sores on hooves,difficulty walking,loss of appetite,foot and mouth
cow,6,102.4,crackling sound,loss of appetite,difficulty walking,blackleg
buffalo,12,100.0,depression,loss of appetite,painless lumps,lumpy skin disease
goat,1,104.7,depression,loss of appetite,nasal discharge,pneumonia
cow,4,100.7,depression,loss of appetite,difficult breathing,pneumonia
sheep,4,41.1,swelling in neck,difficulty breathing,coughing,pasteurellosis
cow,5,102.9,painless lumps,depression,loss of appetite,lumpy skin disease
sheep,4,102.1,lameness,loss of appetite,crackling sound,blackleg
cow,12,103.2,painless lumps,depression,loss of appetite,lumpy skin disease
sheep,5,100.1,loss of appetite,painless lumps,depression,lumpy skin disease
goat,9,100.6,loss of appetite,difficulty walking,sores on hooves,foot and mouth
goat,10,103.5,crackling sound,swelling in limb,loss of appetite,blackleg
buffalo,4,104.2,depression,loss of appetite,painless lumps,lumpy skin disease
cow,12,104.6,depression,difficult breathing,loss of appetite,pneumonia
goat,1,38.2,nasal discharge,weakness,salivation,pasteurellosis
cow,1,38.5,depression,rapid breathing,difficulty breathing,pneumonia
goat,4,103.1,loss of appetite,difficulty walking,swelling in muscle,blackleg
buffalo,3,102.9,loss of appetite,difficulty walking,blisters on mouth,foot and mouth
sheep,1,39.1,high fever,salivation,weakness,pasteurellosis
goat,5,103.1,depression,crackling sound,loss of appetite,blackleg
sheep,2,38.5,coughing,weakness,nasal discharge,pasteurellosis
goat,9,103.5,swelling in limb,depression,loss of appetite,blackleg
sheep,6,103.5,loss of appetite,difficulty walking,sores on hooves,foot and mouth
cow,7,37.9,swelling in neck,high fever,difficulty breathing,pasteurellosis
goat,4,39.1,weakness,swelling in neck,fatigue,pasteurellosis
goat,3,100.3,crackling sound,depression,swelling in muscle,blackleg
cow,10,102.6,depression,painless lumps,loss of appetite,lumpy skin disease
sheep,8,103.6,loss of appetite,crackling sound,swelling in limb,blackleg
buffalo,14,104.1,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
goat,6,100.4,depression,loss of appetite,nasal discharge,pneumonia
goat,2,38.2,loss of appetite,high fever,depression,pasteurellosis
cow,1,101.6,coughing,depression,loss of appetite,pneumonia
buffalo,6,103.2,loss of appetite,crackling sound,difficulty walking,blackleg
cow,4,101.8,loss of appetite,depression,nasal discharge,pneumonia
buffalo,10,101.0,difficult breathing,depression,loss of appetite,pneumonia
goat,2,40.2,coughing,depression,fatigue,pasteurellosis
cow,5,100.8,loss of appetite,crackling sound,depression,blackleg
buffalo,7,104.9,loss of appetite,depression,coughing,pneumonia
goat,5,41.1,nasal discharge,depression,difficulty breathing,pasteurellosis
goat,4,37.4,difficulty breathing,weakness,coughing,pasteurellosis
buffalo,5,38.6,swelling in neck,coughing,fatigue,pasteurellosis
goat,3,101.8,depression,coughing,loss of appetite,pneumonia
buffalo,1,101.6,loss of appetite,nasal discharge,depression,pneumonia
sheep,7,101.7,loss of appetite,crackling sound,difficulty walking,blackleg
cow,7,38.6,anemia,diarrhea,slow growth,parasite infestation
buffalo,7,40.2,coughing,high fever,salivation,pasteurellosis
cow,11,100.4,swelling in muscle,loss of appetite,crackling sound,blackleg
cow,2,37.0,weakness,nasal discharge,high fever,pasteurellosis
buffalo,15,103.7,loss of appetite,painless lumps,depression,lumpy skin disease
buffalo,7,38.2,depression,loss of appetite,nasal discharge,pasteurellosis
cow,7,100.4,difficulty walking,crackling sound,loss of appetite,blackleg
cow,14,102.1,depression,painless lumps,loss of appetite,lumpy skin disease
cow,1,101.8,painless lumps,depression,loss of appetite,lumpy skin disease
goat,5,103.6,swelling in limb,loss of appetite,depression,blackleg
cow,13,102.1,lameness,loss of appetite,depression,blackleg
cow,4,100.3,crackling sound,depression,loss of appetite,blackleg
cow,11,101.1,nasal discharge,depression,loss of appetite,pneumonia
cow,12,101.9,painless lumps,depression,loss of appetite,lumpy skin disease
sheep,7,40.9,difficulty breathing,stomach distention,loss of appetite,bloat
buffalo,1,102.2,depression,loss of appetite,painless lumps,lumpy skin disease
goat,9,104.0,loss of appetite,depression,nasal discharge,pneumonia
buffalo,11,101.8,difficulty walking,loss of appetite,sores on gums,foot and mouth
sheep,9,104.5,swelling in limb,loss of appetite,crackling sound,blackleg
buffalo,14,101.0,loss of appetite,depression,painless lumps,lumpy skin disease
cow,14,104.1,depression,lameness,crackling sound,blackleg
buffalo,10,38.5,coughing,salivation,nasal discharge,pasteurellosis
cow,3,37.4,depression,bloody discharge,loss of appetite,blackleg
cow,5,100.4,painless lumps,loss of appetite,depression,lumpy skin disease
sheep,8,38.2,sores on hooves,weight loss,salivation,foot and mouth disease
cow,3,103.0,loss of appetite,coughing,depression,pneumonia
cow,3,103.7,crackling sound,lameness,swelling in limb,blackleg
goat,6,101.6,painless lumps,loss of appetite,depression,lumpy skin disease
goat,6,103.7,loss of appetite,depression,painless lumps,lumpy skin disease
sheep,6,101.0,loss of appetite,coughing,depression,pneumonia
buffalo,11,104.6,loss of appetite,difficulty walking,blisters on hooves,foot and mouth
sheep,8,103.4,depression,painless lumps,loss of appetite,lumpy skin disease
sheep,2,102.1,depression,loss of appetite,crackling sound,blackleg
buffalo,6,38.6,depression,crepitation under skin,lameness,blackleg
buffalo,8,100.3,depression,loss of appetite,painless lumps,lumpy skin disease
goat,1,100.6,blisters on hooves,loss of appetite,lameness,foot and mouth
buffalo,2,38.6,depression,high temperature,reduced milk yield,mastitis
sheep,4,100.6,depression,crackling sound,loss of appetite,blackleg
goat,10,100.9,crackling sound,swelling in muscle,lameness,blackleg
goat,2,39.9,swelling in neck,loss of appetite,high fever,pasteurellosis
cow,5,100.3,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
buffalo,3,38.6,swollen limbs,crepitation under skin,swelling in muscles,blackleg
cow,5,101.7,loss of appetite,crackling sound,depression,blackleg
buffalo,6,39.2,fever,weight loss,blisters on tongue,foot and mouth disease
cow,7,103.0,lameness,swelling in limb,loss of appetite,blackleg
sheep,8,38.6,loss of appetite,lesions on skin,scabs on muzzle,lumpy skin disease
buffalo,5,41.5,swelling in neck,difficulty breathing,salivation,pasteurellosis
sheep,2,101.4,difficulty walking,crackling sound,loss of appetite,blackleg
sheep,2,102.4,crackling sound,depression,lameness,blackleg
buffalo,10,101.9,difficulty walking,blisters on hooves,loss of appetite,foot and mouth
goat,4,101.6,loss of appetite,painless lumps,depression,lumpy skin disease
buffalo,7,37.4,loss of appetite,kicking abdomen,reduced movement,bloat
goat,2,105.0,crackling sound,lameness,loss of appetite,blackleg
sheep,9,103.1,painless lumps,depression,loss of appetite,lumpy skin disease
cow,15,101.9,loss of appetite,depression,coughing,pneumonia
buffalo,2,104.2,difficulty walking,blisters on hooves,loss of appetite,foot and mouth
buffalo,9,103.0,crackling sound,loss of appetite,depression,blackleg
sheep,6,39.1,depression,fatigue,salivation,pasteurellosis
buffalo,13,104.2,nasal discharge,loss of appetite,depression,pneumonia
goat,8,39.9,swelling in neck,salivation,weakness,pasteurellosis
goat,3,103.0,loss of appetite,lameness,blisters on hooves,foot and mouth
buffalo,3,103.3,loss of appetite,painless lumps,depression,lumpy skin disease
sheep,9,104.5,difficulty walking,loss of appetite,sores on hooves,foot and mouth
goat,3,100.7,blisters on mouth,lameness,loss of appetite,foot and mouth
cow,8,100.8,sores on gums,difficulty walking,loss of appetite,foot and mouth
buffalo,11,104.3,depression,loss of appetite,difficult breathing,pneumonia
cow,9,102.5,depression,crackling sound,difficulty walking,blackleg
buffalo,10,37.9,coughing,high fever,fatigue,pasteurellosis
sheep,5,100.4,loss of appetite,depression,nasal discharge,pneumonia
buffalo,2,100.1,loss of appetite,depression,painless lumps,lumpy skin disease
goat,7,39.1,weakness,difficulty breathing,depression,pasteurellosis
sheep,2,101.4,lameness,loss of appetite,sores on tongue,foot and mouth
cow,11,100.0,sores on tongue,loss of appetite,lameness,foot and mouth
buffalo,4,40.1,swelling in neck,difficulty breathing,weakness,pasteurellosis
cow,7,101.8,loss of appetite,nasal discharge,depression,pneumonia
buffalo,10,37.9,weakness,coughing,depression,pasteurellosis
goat,8,101.5,loss of appetite,lameness,blisters on tongue,foot and mouth
cow,1,101.7,depression,loss of appetite,painless lumps,lumpy skin disease
buffalo,6,37.0,difficulty breathing,swelling in neck,coughing,pasteurellosis
